-8.460588,-27.704100
-13.532418,-0.545875
-13.936638,-0.517935
-13.939979,-0.595129
-13.973683,-0.647770
-14.022764,-0.614293
-13.994844,-0.606653
-13.977175,-0.541605
-13.863102,-0.517998
-13.987332,-0.526879
-14.045041,-0.532062
-14.036924,-0.495023
-13.896167,-0.543962
-13.959838,-0.533613
-13.757354,-0.545512
-13.188334,-0.508195
-14.509519,-4.248150
-14.760070,-4.021981
-14.576379,-4.290325
-14.589289,-4.249441
-14.631875,-4.236171
-14.569262,-4.272824
-14.616420,-4.176585
-13.104210,-4.725425
-14.055650,-4.343982
-12.599909,-5.070666
-13.648388,-4.494493
-13.567391,-4.465797
-12.473167,-5.093205
-12.851147,-4.870030
-12.715737,-4.908537
-12.681341,-4.993586
-14.472250,-4.321384
-12.435385,-5.079054
-13.294271,-4.624691
-13.095253,-4.668255
-12.798600,-4.947305
-14.215846,-4.281600
-14.483627,-4.240000
-13.097932,-4.724440
-12.990914,-4.831498
-13.599815,-4.455104
-7.054406,3.957687
-6.425049,3.029742
-6.152928,2.616878
-5.296156,3.098307
-4.684172,3.882004
-5.789336,2.451248
-6.668868,11.612264
-6.421228,11.778852
-6.292530,11.755377
-6.254227,11.758239
-6.547556,11.649723
-13.028737,-4.682786
-14.340048,-4.249317
-12.448936,-5.073472
-14.058613,-4.429155
-13.374178,-4.656469
-13.463433,-4.707449
-12.337249,-5.255350
-12.664067,-5.013777
-12.457191,-5.077305
7.954514,17.275611
8.000038,17.269439
8.035765,17.270972
7.986013,17.319656
-11.258561,28.006902
-11.150374,27.984305
-11.174444,27.994243
-11.222808,27.990151
26.401700,1.685309
26.437574,2.013087
26.525530,0.937013
26.648629,0.979097
-10.092301,-24.728137
-10.085244,-24.724547
-10.089616,-24.730755
-10.167363,-24.689196
-13.642978,-10.305033
-7.816457,2.101670
-4.949378,8.157493
-4.706939,8.286648
-22.721872,-10.861855
-20.690430,-9.835007
-20.203877,-9.482901
-20.222464,-9.284066
-4.858101,3.962330
-5.073382,4.169633
-5.832977,5.288127
-4.095023,16.695354
-22.362941,-10.375755
-27.808172,-12.388696
-23.222442,-10.783058
-23.204374,-10.762933
21.714743,-35.675727
23.928507,-33.554866
22.847261,-34.279077
22.653289,-34.224483
-6.226465,-11.719200
-7.625967,0.226617
-7.652716,0.035731
-6.299200,-11.886968
4.386428,13.424675
4.387038,13.444442
4.444638,13.327880
4.394754,13.420295
43.229411,5.569033
42.959289,6.501252
42.597002,4.071370
-9.334511,15.560254
-9.353185,15.069075
-9.306444,15.039757
-8.758886,-29.344391
-8.679695,-29.219683
-8.682022,-29.208721
-13.598074,-4.786946
-12.692859,-4.946550
-12.972166,-4.767787
28.996764,-17.718264
30.114772,-18.928705
29.087919,-17.057787
-10.048679,-24.836477
-10.065423,-24.825011
-10.102869,-24.800299
7.162474,-11.346731
7.247986,-11.479490
7.152391,-11.903995
30.064718,-18.115457
31.602943,-21.945096
33.870182,-21.060588
-13.625385,-4.712899
-13.628592,-4.497484
-12.754524,-4.860505
23.643017,-34.118500
24.276146,-33.780415
22.415238,-34.071401
1.363424,-16.714325
-0.150470,-18.094634
0.388010,-15.561631
44.067233,3.619199
46.957441,-0.355377
46.851904,0.180742
30.219860,-18.768018
31.181778,-19.311282
31.537691,-20.126117
-13.142139,-4.910801
-12.754058,-5.063144
-12.140541,-5.338064
-23.464199,-12.082840
-25.547495,-11.112269
-21.788350,-10.437204
-9.977824,-2.985730
-10.017020,-2.992003
-10.001333,-2.981858
13.611745,26.050967
13.622194,26.105001
13.606027,26.008142
12.074366,0.205882
12.326235,-1.231535
-6.593326,-19.458544
-19.914189,-10.255061
-19.637925,-10.567813
-19.829697,-10.770301
21.820283,-33.965770
20.391842,-35.127901
21.195618,-35.881531
29.728690,24.416932
29.720878,24.421469
29.713239,24.428726
-8.470101,1.310762
-8.340423,1.339939
-8.259412,1.246794
-26.184612,-11.508294
-22.669601,-10.448289
-19.804195,-8.924566
-15.547907,-23.245060
-18.436393,-28.994354
-18.406541,-28.991716
31.157777,-4.338594
31.169926,-4.360638
31.166852,-4.341736
24.409649,-33.509266
20.539303,-35.119717
-3.078274,31.418880
-1.159638,32.139666
-3.802414,31.491409
-3.117930,32.334036
-5.576775,12.390916
-5.561072,12.359314
2.213391,-19.198191
1.858095,-18.824402
-20.168722,-9.499236
-22.983053,-11.104902
23.363806,18.289542
23.288857,17.783604
1.057135,-21.605414
0.930934,-20.165637
-25.251170,6.103940
-25.145229,0.932019
16.201190,26.649452
16.159158,26.876498
0.677865,-18.323636
0.645763,-17.239384
-4.834683,13.118708
-6.395290,12.122359
20.583631,-34.156541
20.157017,-34.474302
-20.419945,-28.571387
-20.083825,-28.426521
0.767439,36.551352
0.749409,36.556311
22.899407,17.214034
24.156564,19.282169
-1.796426,3.443582
-1.788508,3.429840
22.278295,18.892442
20.134159,17.718430
-20.844201,-28.516721
-19.172150,-27.519888
32.805129,-21.284582
34.231085,-21.758314
-1.813188,3.310417
-1.824638,3.269538
0.425854,-21.128632
0.475862,-19.990583
-6.101462,13.390698
-6.197074,13.383402
-20.996425,-9.943298
-20.723027,-9.765494
-3.924014,30.895479
-4.079462,31.545441
0.173178,-15.933055
0.481797,-16.771574
-14.599223,-22.404426
-14.591279,-22.330918
-17.524385,-23.423284
-16.067097,-21.459661
-4.246657,-36.156504
-2.261670,-32.675494
43.576411,3.182200
44.220311,3.306925
12.804908,17.512096
12.634097,17.256787
-27.442305,-11.389175
-29.151904,-11.113839
-14.031290,-4.226114
-12.799036,-4.908626
0.169606,-20.647362
1.349632,-20.905694
30.212541,-19.334242
29.952859,-18.724369
-1.787739,3.443967
-1.782691,3.434546
10.076714,29.698497
10.001763,29.874918
-31.057520,2.747939
-29.860782,3.219623
23.516497,16.491627
23.361695,16.520835
21.914620,16.608793
22.139578,16.490150
1.921662,-19.121999
0.196800,-19.816447
-8.651251,-27.688750
-8.678658,-27.729594
-0.789918,-17.938387
0.220463,-15.790496
-4.709777,14.181731
-3.781987,16.390387
-19.595842,33.565830
-17.888396,32.226293
-0.822266,-17.402756
-0.733217,-17.758443
0.877130,-20.443099
1.152972,-20.075071
31.397212,-20.844464
30.821076,-20.756255
18.719544,-11.853254
18.684367,-11.913490
-4.895112,11.666013
-5.195998,11.600137
-4.195607,30.625706
-3.053327,32.122085
-1.682065,31.550649
-1.006782,32.136982
22.073289,-33.795915
22.581846,-34.390618
27.956485,0.504019
26.291403,2.952276
12.593274,17.043860
12.700100,17.285129
5.164138,-9.797944
5.145156,-9.790189
-13.967908,-20.390070
-13.926712,-20.269899
-6.263803,30.175172
-3.953507,32.371345
-8.578946,-18.088115
-7.504383,-19.913303
-23.562895,-10.346257
-22.200424,-10.438226
-8.516493,-32.087629
-8.640766,-32.050352
22.633288,1.543929
22.686420,1.530527
24.214308,19.284706
23.744247,18.063993
22.432309,-34.327586
19.914133,-34.866508
-36.799808,-24.582137
-36.794598,-24.684054
3.128176,-17.916825
1.147866,-18.007697
20.062967,-35.217488
24.478485,-33.312212
-20.794596,-9.724572
-20.525611,-9.440175
11.567648,19.307231
12.470377,22.733601
-28.240598,-12.388008
-28.910490,-12.270524
22.005397,-33.970700
21.534690,-33.686857
-25.753861,20.209767
-25.398895,18.579311
-31.797738,-20.871007
-36.728740,-24.692530
11.296442,19.605038
11.281147,19.703880
-18.822978,-26.232875
-19.800565,-28.104223
1.633884,-17.622796
1.840857,-18.579642
21.140386,15.689889
22.470851,17.197840
-37.251904,-24.945754
-36.539114,-24.380162
10.710315,28.236809
10.407734,29.008430
-8.757144,-31.902636
-8.575059,-32.086936
-5.150727,2.976228
-5.537219,3.514316
-14.289794,-9.510277
-14.374849,-9.533433
33.245129,-20.910531
31.599955,-19.334043
-2.306061,-40.081961
-1.835065,-39.910904
-4.048409,30.609246
-2.381526,32.324414
-5.194719,31.104513
-2.722484,29.534023
-3.190626,9.792897
-4.700745,14.033871
-4.639483,30.333781
-5.160466,32.272028
-18.098808,-39.665378
-18.411038,-39.034890
1.876430,-17.973617
0.981922,-15.323018
-0.403790,14.497345
-7.481361,7.324527
14.489612,21.290424
14.545999,21.268413
0.833278,-20.483664
0.872148,-20.816932
1.024921,-17.114525
-0.133123,-17.421931
-9.986419,-2.965898
-9.981580,-2.983894
-35.732142,-24.104324
-36.325995,-24.228715
-16.862195,32.461162
-18.677208,33.346670
44.624730,-1.064492
45.759235,1.080309
-19.712767,-27.921711
-20.805544,-27.678005
25.199484,-32.923444
24.097918,-33.788725
28.986845,-17.815368
30.684157,-19.206235
-11.069515,21.658075
-10.017026,21.104371
6.867146,36.579419
6.909649,36.605226
-8.379580,2.889280
-6.388956,8.942943
12.088057,2.819565
13.050941,2.159396
-2.457088,-39.936611
-2.261000,-40.082786
-3.073091,32.876270
-4.176132,32.889913
43.709721,2.033630
41.823387,-2.925519
13.291355,-24.715739
12.207252,-24.458983
24.284891,19.565630
23.878940,17.771472
43.258198,6.265783
43.621970,5.589916
12.476902,1.333776
13.129493,1.835416
5.142380,-9.789896
5.137607,-9.798486
44.385045,-0.090073
43.561058,3.188516
25.335863,-32.882551
25.594980,-32.697625
-27.097776,-11.618342
-27.777024,-11.921676
43.598268,0.878390
41.229626,4.155011
-2.715532,33.231125
-3.776387,30.721715
44.327668,-0.739437
41.792157,-2.902258
5.142846,27.768666
5.060276,27.664832
29.471593,0.022924
-1.023524,-10.706234
45.917552,-0.097894
-26.448925,-11.135124
45.822740,1.171454
-1.425105,-39.983982
-5.137476,30.701286
18.443370,-11.910794
-27.628867,-11.546424
-26.295466,20.331625
0.776821,-14.881751
-0.300313,-19.381324
10.931146,28.824849
11.527060,28.914554
-27.927871,-21.109571
14.131870,21.455645
45.426547,1.019579
-19.316635,-8.244467
0.760747,-21.149712
43.287735,3.329671
45.221618,0.487264
45.104091,1.490316
42.938546,5.056391
22.981360,-11.383860
22.525486,-34.500496
7.525258,23.394931
43.542497,2.809979
20.218185,-34.692057
-36.270885,-24.219235
27.408976,-12.368024
-18.253551,-40.097836
-38.176849,-25.916071
-8.426635,1.288841
-26.760796,-11.091202
-6.032257,-47.966443
45.820925,0.644237
-24.470965,-0.108426
45.592619,0.113981
-34.329586,4.638544
23.675089,18.003735
46.262858,0.612535
-32.409292,-22.295927
-9.607165,7.968386
43.745103,4.834457
-11.055561,-6.843970
-19.254785,-28.798550
14.197823,-3.148910
17.909340,-11.751324
